utterance,encoded_intent,labels
how do I get in touch with customer service?,5,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I have got to contact customer support,5,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
hel me to check what hours I can contact customer support,5,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
how can I check at what time I can call customer assistance?,5,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help me speaking with customer support,5,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help me to see at what time i can call customer assistance,5,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need help to see at what time I can contact customer supprot,5,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
check at what time i can contact customer support,5,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help me check at what time I can reach customer service,5,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help me see at what time i can call customer assistance,5,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna contact customer  service,5,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
see at what time i can get in touch with customer support,5,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I want to talk to a human agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need help speaking with somebody,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how to speak with an operator,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know what I have to do to contact somneone,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I am trying to talk to a fucking assistant,6,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
help me talk with an agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I do not understand you, I need help contacting somebody",6,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
i cant contact a assistant,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I want help  talking with an agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
i dont understand ya i want help talkiing with someone,6,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
assistance talking to a person,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I don't know ho I can talk with a human agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
need to contact somebody,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I don't know how I can talk to a person,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
could you help me to speak to somebody?,6,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
can udirect to me an asisstant,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
can you help me contacting an operator?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
talking with agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
chat wth somebody,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
need help to contact somebody,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i have got to contact a human agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I want assistance talking to someone,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need help to chat with a human agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can you help me speak with a human agent?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
could you help me talk with an operator?,6,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i do not know how to speak to an agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
"you are not helpful at all, I want help talking with someone",6,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
wanna speak with an operator,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need help to contact a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I do not know how to contact a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
i tryto chat with a human agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I want assistnace contacting a human agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I want to chat with a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"you aren't being helpful, I want help talking with someone",6,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
"you are not helpful, I want help to speak to an operator",6,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
how to chat with somebody?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know how I can speak with an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I have got to chat with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i do not know what to do to speak with an assistant,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
I want assistance talking with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I am trying to speak with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need help to contact an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help me talking with a person,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
assistance contacting a person,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i dont know what i have to do to talk with an agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I do not know how to chat with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
i want assistance talking to a live agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need to chat with an agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how to talk with an agent,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
how do I speak with a person?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
can uhelp me chat with an operator,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
what do i need to do to chat with an assistant,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i do not knowwhat i need to do to chat with a person,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]"
i need hep talking to a person,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
need help to speak to somebody,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm trying to talk with an operator,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can you hlp me chat with a live agent?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
can I chat with an operator?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know how I can speak to a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i have got to chat with an agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want assistance to cat with a person,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I need help to talk to an agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
i have to talk with someone could ya help me,6,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
I want help speaking with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I can't speak to a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna chat with a person how do i do it,6,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
need assistance talking to an operator,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can you help me chat with a live agent?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i dont know how to chat with someone,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i dont know how to talk with an operator,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i do not know what i have to do to contact a live agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
i do not know what i have to do to speak with a assistant,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]"
i do not know how to talk with an assistant,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
I am trying to speak with an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
is it possible to talk with a fucking assistant?,6,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
what do i need to do to contact someone,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I have got to speak with a human agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i dont understand ui wanna contact a live agent,6,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
what do i have to do to chat with an agent,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i dont know what to do to talk with an operator,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how can i speak to a human agent,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
how to talk to a human agent?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I need assistance contacting someone,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I do not know what I need to do to chay with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]"
can ya help me speak to an operator,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know what I have to do to speak to an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna contact somebody,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help to contact a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i need help talking to a live agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help talking to somebody,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i havegot to contact somebody,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
i need assistance to talk to an operator,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I do not know what to do to talk to a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
I need help to chat with an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
speak with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can I talkk to someone?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
I don't know what I need to do to speak with an ooerator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
"you are not helpful, how could I contact an operator?",6,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0]"
i want help to speak to someone,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i need assistance to talk to someone,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
what do I need to do to speak to a assistant?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
can you help me to speak  to a live agent?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
I want assistance to chat with an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm trying to talk with someone,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I don't understand anything you say, help to contact someone",6,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
i need help talking with a human agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i want assistance to speak to a human agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i try to talk to an agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
need to speak with an assistant,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i do not understand ui need help speaking to a agent,6,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]"
I do not know how I can speak with a human agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
how to speak tosomebody,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
help me contacting an agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
is it possible to talk with an assistant?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
need to speak to a live agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
assistance speaking with a bloody human agent,6,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
i need assistance speakign to a human agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
is it possible to chat with an assistant?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I need assistance talking to a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
assistance to talk to a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I have got to speak with somebody,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how could i talk with an assistant,6,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I'm trying to contact a human agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
assistance chatting with a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I don't understand you, I would like to talk to somebody",6,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
i cannot talk with a live agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
help me chatting with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want help chatting wirh a fucking agent,6,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
I try to contact an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need assistance speaking to a human agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
uarent helpful can uhelp me chat with an agent,6,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
need assistance speaking to a live agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want help to talk to a agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
help me contact somebody,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I don't know how I could talk to somebody,6,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i do not know what i need to do to speak to a person,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
I need help speaking to a bloody live agent,6,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
I need to chat with an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
what do i need to do to contact a live agent,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
assistance chatting with an assistgant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I'm trying to talk to somone,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
can uhelp me speaking to a human agent,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I need to chat with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i want assistance talking with somebody,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
is it possible to speak with a live agent,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I want assistance to talk with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i have to talk to an asistant,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
talk with an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i do not know what i need to do to speak to a live agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
I don't know what I have to do to chat with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how can I contact an assistant?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I want help talking to someone,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I have to contact an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want assistance to talk to someone,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I want help to talk to an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I cannot understand you, need help talking with a live agent",6,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
contact agent,6,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
assistance speaking to an agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i cannot chat with someone,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
help me to talk to a person,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I am trying to chat with a damn agent,6,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
can you help me contact an assistant?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
want assistance  to chat with a human agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I need assistance chatting with an agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how to talk with someone?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
want assistance to talk wth a human agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
i dont know how i can talk with an live agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I want help talking to a human agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want assistance talking with a person,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how to chat with someone,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
can ya direct to me an operator,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
could uhelp me speaking to an human agent,6,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
"I don't understand you, I have got to talk with somebody",6,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
i want assistance speaking with an agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I don't know what to do to speak to an agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can you help me speaking to an operator?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
how to chat with a human agent,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know what I need to do to talk to someone,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I want help chatting with an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i try to chat with someone,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i do not know what i need to do to speak with somebody,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
i do not know what to do to contact a person,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
what do I need to do to contact someone?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
"you aren't helpful, how to talk with a live agent?",6,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
can you help me speak with an agent?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I want help talking with a goddamn person,6,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
want help talkint to a human agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
want assistance speaking with an operator,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I don't know how I can talk to somebody,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
what do i have to do to chat with a person,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
could you help me contact an agent?,6,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
want assistance talking with an assistant,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I can't understand you, I want to speak to an agent",6,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
I'm trying to speak with a live agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
is it possible to contact a live agent?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i want assikstance to talk with an agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
i dont know how i can talk to an assistant,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I do not know how I can contact a human agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
I cannot chat with a person,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
what do i have to do to speak to an agent,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I want help talking to somebody,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I do not know what I need to do to speak with a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
i want help talking with an operator,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I do not understand you, I need help talking with an agent",6,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
I do not know what I have to do to talk with a person,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
assistance talking to a human agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need to speak to an operator,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need assistance talking with an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
could you help me speak with a live agent?,6,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know what I need to do to talk to an assistant,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need help chatting wiht an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I want assistance to speak with someone,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can you help me talking with a live agent ?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
"you are not helpful, I want to speak to a human agent",6,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
is it possible to talk with a human agent?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I do not know how I can talk with someone,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
how to chat with someone?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i do not know how to chat with somenoe,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]"
I want a live agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
speak to human agent,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need help talking with a human agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i need help to talk with somebody,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
speak with agent,6,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
"you aren't helpful at all, help contacting an agent",6,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
can ya help me speaking to an assistant,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I have to chat with somrbody,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I want assistance to contact  an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I don't know how to talk to a person,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need help speaking with an assistant,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need help to speak to an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how to taok to an agent,6,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]"
what do i need to do to talk with a person,6,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know what to do to talk to a person,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i need help speaking to somebody,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i do not know what to do to speak to an assistant,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
howcan I speak with a human agent?,6,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
need help chatting with an agent,6,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I have got to speak with a eprson,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
assistance contacting somebody,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i do not understand uneed help chatting with someone,6,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]"
help me to talk with an operator,6,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
create new platinum account,7,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
can ya tell me more about opening gold accounts,7,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
I have problems with opening my free account,7,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
creating Gold account,7,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
opening gold account,7,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
can I create a Gold account?,7,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i want assistance opening an free account,7,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
have problems with creating my standard account,7,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
create Pro account,7,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
could uhelp me to create an Platinum account for my wife,7,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
"I need a damn Platinum account, could I open it?",7,"[0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0]"
help with creating my standard account,7,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
i want a Freemium account for my father I'd like to open it,7,"[1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
open Premium acconut for bride,7,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]"
create Pro account for bride,7,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
can you help me create a premium account for my daughter?,7,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
how could i open a pro account,7,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I want assistance to open a Premium account for my daughter,7,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
opening new gold account for wife,7,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
I try to create a standard account for my wife,7,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I am not registered, can you help me to open a free account?",7,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0]"
