utterance,intent,entity_type,entity_value,start_offset,end_offset,category,tags
I want help seeing what payment methods are allowed,check_payment_methods,,,,,PAYMENT,BL
help seeing what payment options are accepted,check_payment_methods,,,,,PAYMENT,BL
where can I check your available payment options?,check_payment_methods,,,,,PAYMENT,BIL
what do i have to do to lst the allowed payment modalities,check_payment_methods,,,,,PAYMENT,BILQZ
i do not know how to see the payment modalities,check_payment_methods,,,,,PAYMENT,BELQ
what do I need to do to check the payment options?,check_payment_methods,,,,,PAYMENT,BIL
can ya helpme to check the payment modalities,check_payment_methods,,,,,PAYMENT,BILQZ
what payment payment modalities are accepted?,check_payment_methods,,,,,PAYMENT,BIL
help me chceking the available payment options,check_payment_methods,,,,,PAYMENT,BLZ
I try to see your allowed payment methods,check_payment_methods,,,,,PAYMENT,BL
help me checking your payment options,check_payment_methods,,,,,PAYMENT,BL
want help to list ur damn accepted payment modalities,check_payment_methods,,,,,PAYMENT,BLQW
help me to list the accepted payment options,check_payment_methods,,,,,PAYMENT,BL
I am trying to see the accepted payment methods,check_payment_methods,,,,,PAYMENT,BL
"I have to check the allowed payment options, how to do it?",check_payment_methods,,,,,PAYMENT,BCIL
wanna see what paymnent methods are allowed,check_payment_methods,,,,,PAYMENT,BLQZ
where do I check the available payment modalities?,check_payment_methods,,,,,PAYMENT,BIL
help checking what ppayment payment modalities are available,check_payment_methods,,,,,PAYMENT,BLZ
is it possible too list ur payment methods,check_payment_methods,,,,,PAYMENT,BILQZ
I don't know how to list the accepted payment modalities,check_payment_methods,,,,,PAYMENT,BL
i have to see the available payment modalities help me,check_payment_methods,,,,,PAYMENT,BCLQ
can i see what paymenbt methods are accepted,check_payment_methods,,,,,PAYMENT,BILQZ
i need help checking what payment options are accepted,check_payment_methods,,,,,PAYMENT,BLQ
I need assistance to list your accepted payment modalities,check_payment_methods,,,,,PAYMENT,BL
i have to see what payment options are available,check_payment_methods,,,,,PAYMENT,BLQ
help to list your payment options,check_payment_methods,,,,,PAYMENT,BL
where to check what payment options you accept?,check_payment_methods,,,,,PAYMENT,BIL
i want help to check the available payment options,check_payment_methods,,,,,PAYMENT,BLQ
I do not know how to see your available payment options,check_payment_methods,,,,,PAYMENT,BEL
how to see the available payment options?,check_payment_methods,,,,,PAYMENT,BIL
I need assistance to list the damn payment methods,check_payment_methods,,,,,PAYMENT,BLW
check allowed payment methods,check_payment_methods,,,,,PAYMENT,BK
what are the payment options available?,check_payment_methods,,,,,PAYMENT,BIL
how could I check your payment options?,check_payment_methods,,,,,PAYMENT,BILP
i need assistance checking ur avaialble payment modalities,check_payment_methods,,,,,PAYMENT,BLQZ
what do I need to do to list your available payment methods?,check_payment_methods,,,,,PAYMENT,BIL
need assistance to see what payment methds are allowed,check_payment_methods,,,,,PAYMENT,BLQZ
"I want to check your payment methods, I need assistance",check_payment_methods,,,,,PAYMENT,BCL
I'm trying to list the available payment options,check_payment_methods,,,,,PAYMENT,BLQ
need help to check what payment methods are available,check_payment_methods,,,,,PAYMENT,BQ
how could I see your allowed payment modalities?,check_payment_methods,,,,,PAYMENT,BILP
need assistance to check ur accepted payment options,check_payment_methods,,,,,PAYMENT,BLQ
assistance seeing what payment methods you accept,check_payment_methods,,,,,PAYMENT,BL
want help to see ur accepted payment modalities,check_payment_methods,,,,,PAYMENT,BLQ
wanna see the payment options i need assistance,check_payment_methods,,,,,PAYMENT,BCLQ
is it possible to see what payment methods are available?,check_payment_methods,,,,,PAYMENT,BIL
how can i check ur allowed payment methods,check_payment_methods,,,,,PAYMENT,BIQ
want assistance listing the accepted payment options,check_payment_methods,,,,,PAYMENT,BLQ
I don't know how I can check your accepted payment methods,check_payment_methods,,,,,PAYMENT,BL
help listing your allowed payment options,check_payment_methods,,,,,PAYMENT,BL
need assistance seeing your allowed payment options,check_payment_methods,,,,,PAYMENT,BLQ
allowed payment methods,check_payment_methods,,,,,PAYMENT,BK
I do not know how to see the allowed payment modalities,check_payment_methods,,,,,PAYMENT,BEL
where can I list your accepted payment methods?,check_payment_methods,,,,,PAYMENT,BIL
how can I check the payment modalities?,check_payment_methods,,,,,PAYMENT,BIL
"I want to see the payment methods, help me",check_payment_methods,,,,,PAYMENT,BCL
i hyave to check the accepted payment modalities,check_payment_methods,,,,,PAYMENT,BLQZ
I need help listing the bloody payment options,check_payment_methods,,,,,PAYMENT,BLW
I want to lisg your allowed payment options,check_payment_methods,,,,,PAYMENT,BLZ
wanna list ur payment methods,check_payment_methods,,,,,PAYMENT,BLQ
want assistance checking ur payment modalities,check_payment_methods,,,,,PAYMENT,BLQ
I need assistance seeing your available payment modalities,check_payment_methods,,,,,PAYMENT,BL
what payment options uaccept,check_payment_methods,,,,,PAYMENT,BILQ
"I need to list your available  payment methods, help me",check_payment_methods,,,,,PAYMENT,BCLZ
need to see the payment methods,check_payment_methods,,,,,PAYMENT,BLQ
I do not know how to see your accepted payment modalities,check_payment_methods,,,,,PAYMENT,BEL
I need help to check your payment modalities,check_payment_methods,,,,,PAYMENT,BL
list your available payment options,check_payment_methods,,,,,PAYMENT,BL
check accepted payment methods,check_payment_methods,,,,,PAYMENT,BKL
need to check ur fucking available payment options,check_payment_methods,,,,,PAYMENT,BLQW
I have got to see the allowed payment options,check_payment_methods,,,,,PAYMENT,BL
help me to check your allowed payment options,check_payment_methods,,,,,PAYMENT,BL
how can I see what payment payment modalities are allowed?,check_payment_methods,,,,,PAYMENT,BIL
how do I list your bloody payment modalities?,check_payment_methods,,,,,PAYMENT,BILW
I try to see what payment methods you accept,check_payment_methods,,,,,PAYMENT,BL
i dont know how i could check ur allowed payment modalities,check_payment_methods,,,,,PAYMENT,BLPQ
I want to list your payment modalities,check_payment_methods,,,,,PAYMENT,BL
help me check the available payment options,check_payment_methods,,,,,PAYMENT,BL
I am trying to check the available payment methods,check_payment_methods,,,,,PAYMENT,BL
where to see what payment payment modalities you accept?,check_payment_methods,,,,,PAYMENT,BIL
help me see what payment options are accepted,check_payment_methods,,,,,PAYMENT,BL
iwant assistance to see ur available payment options,check_payment_methods,,,,,PAYMENT,BLQZ
help to list the accepted payment options,check_payment_methods,,,,,PAYMENT,BL
I don't know how to check the payment modalities,check_payment_methods,,,,,PAYMENT,BL
I'm trying to check the available payment methods,check_payment_methods,,,,,PAYMENT,BLQ
I don't know how to list the payment modalities,check_payment_methods,,,,,PAYMENT,BL
"I want to check what payment methods are available, help me",check_payment_methods,,,,,PAYMENT,BC
I am trying to see the available payment methods,check_payment_methods,,,,,PAYMENT,BL
need assistance listing the payment modalities,check_payment_methods,,,,,PAYMENT,BLQ
where to see the payment options?,check_payment_methods,,,,,PAYMENT,BIL
I have got to see the available payment methods,check_payment_methods,,,,,PAYMENT,BL
i have got to check what payment options ya accept,check_payment_methods,,,,,PAYMENT,BLQ
I don't know what to do to see the allowed payment options,check_payment_methods,,,,,PAYMENT,BL
"I have to check your accepted payment methods, help me",check_payment_methods,,,,,PAYMENT,BCL
what do I have to do to see the accepted payment options?,check_payment_methods,,,,,PAYMENT,BIL
where do i see what payment options are accepted,check_payment_methods,,,,,PAYMENT,BILQ
I want assistance to list the available payment modalities,check_payment_methods,,,,,PAYMENT,BL
I do not know what to do to see the allowed payment methods,check_payment_methods,,,,,PAYMENT,BEL
where to see the available payment methods?,check_payment_methods,,,,,PAYMENT,BIL
I want help to list the available payment methods,check_payment_methods,,,,,PAYMENT,BL
can you help me to see your payment methods ?,check_payment_methods,,,,,PAYMENT,BILZ
"I have to check your accepted payment methods, I need help",check_payment_methods,,,,,PAYMENT,BCL
how do i list ur avaqilable payment options,check_payment_methods,,,,,PAYMENT,BILQZ
want help to list the payment modalities,check_payment_methods,,,,,PAYMENT,BLQ
I try to  list the payment modalities,check_payment_methods,,,,,PAYMENT,BLZ
can you help me see trhe payment methods?,check_payment_methods,,,,,PAYMENT,BILZ
i need help checking the accepted payment modalities,check_payment_methods,,,,,PAYMENT,BLQ
i need help to list the payment options,check_payment_methods,,,,,PAYMENT,BLQ
wheredo i check the accepted payment modalities,check_payment_methods,,,,,PAYMENT,BILQZ
I do not know how to check your payment methods,check_payment_methods,,,,,PAYMENT,BEL
i have to list ur fucking payment options help me,check_payment_methods,,,,,PAYMENT,BCLQW
"I want to check what payment options you accept, help me",check_payment_methods,,,,,PAYMENT,BCL
I don't know what to do to see the payment options,check_payment_methods,,,,,PAYMENT,BL
i want assistance to see the payment optinos,check_payment_methods,,,,,PAYMENT,BLQZ
I need assistance to check your accepted payment options,check_payment_methods,,,,,PAYMENT,BL
I want help to check the available payment modalities,check_payment_methods,,,,,PAYMENT,BL
can you help me see your accepted payment methods?,check_payment_methods,,,,,PAYMENT,BIL
need assistance checking what payment options you accept,check_payment_methods,,,,,PAYMENT,BLQ
I need assistance checking your payment options,check_payment_methods,,,,,PAYMENT,BL
wanna list ur cacepted payment methods how can i do it,check_payment_methods,,,,,PAYMENT,BCILQZ
i need help to list ur acceted payment modalities,check_payment_methods,,,,,PAYMENT,BLQZ
help to see your bloody available payment options,check_payment_methods,,,,,PAYMENT,BLW
i need help listing the available payment modalities,check_payment_methods,,,,,PAYMENT,BLQ
want help listing ur allowed payment modalities,check_payment_methods,,,,,PAYMENT,BLQ
where can I check your accepted payment methods?,check_payment_methods,,,,,PAYMENT,BIL
can ya help me to list ur allowed payment modalities,check_payment_methods,,,,,PAYMENT,BILQ
uaccept  paypal,check_payment_methods,,,,,PAYMENT,BILQZ
I want to see the available payment methods,check_payment_methods,,,,,PAYMENT,BL
where can I ese the allowed payment modalities?,check_payment_methods,,,,,PAYMENT,BILZ
help to see ur acecpted payment modalities,check_payment_methods,,,,,PAYMENT,BLQZ
where can i check the payment options,check_payment_methods,,,,,PAYMENT,BILQ
i want assistance to list the available payment methods,check_payment_methods,,,,,PAYMENT,BLQ
I am trying to see the accepted payment modalities,check_payment_methods,,,,,PAYMENT,BL
assistance seeng in what situations can I request refunds,check_refund_policy,,,,,REFUND,BLZ
I want to check in what cases can I ask for a reimbursement,check_refund_policy,,,,,REFUND,BL
help to check your money back policy,check_refund_policy,,,,,REFUND,B
i need assistance seeing ur fucking money back guarantee,check_refund_policy,,,,,REFUND,BLQW
help me seeing in what situations can I ask for refunds,check_refund_policy,,,,,REFUND,BL
I want help seeing in what cases can I ask to be reimbursed,check_refund_policy,,,,,REFUND,BL
I have to check in which situations can I ask for refunds,check_refund_policy,,,,,REFUND,BL
can I check in what situations can I ask to be reimbursed?,check_refund_policy,,,,,REFUND,BIL
i have to check in which cases can i request my money back,check_refund_policy,,,,,REFUND,BLQ
I am trying to check in which cases can I ask for a refund,check_refund_policy,,,,,REFUND,BL
"I need to check your reimbursement policy, will you help me?",check_refund_policy,,,,,REFUND,BCILP
help me checking in what cases can i request a refund,check_refund_policy,,,,,REFUND,BLQ
help to see in which cases can I ask for a reimbursement,check_refund_policy,,,,,REFUND,BL
can you show  me how long refunds usually take?,check_refund_policy,,,,,REFUND,BIZ
"I have to check your reimbursement policy, I need assistance",check_refund_policy,,,,,REFUND,BCL
how can I see your reimbursement policy?,check_refund_policy,,,,,REFUND,BIL
i have got to check in which cases can i ask for a refund,check_refund_policy,,,,,REFUND,BLQ
in which cases can i request a reimbursement,check_refund_policy,,,,,REFUND,BILQ
assistance seeing how long reimbursements usually take,check_refund_policy,,,,,REFUND,BL
I try to check your money back guarantee,check_refund_policy,,,,,REFUND,BL
I need help seeing in what cases can I ask to be reimbursed,check_refund_policy,,,,,REFUND,BL
see in which cases can I ask to be reimbursed,check_refund_policy,,,,,REFUND,BL
need assistance seeing how long refunds usually take,check_refund_policy,,,,,REFUND,BLQ
want help to see how long reimbursements atke,check_refund_policy,,,,,REFUND,BLQZ
I want help to see in what situations can I request a refund,check_refund_policy,,,,,REFUND,BL
i need help seeing ut money back guarantee,check_refund_policy,,,,,REFUND,BLQZ
wanna  see in what situations can i ask for refunds,check_refund_policy,,,,,REFUND,BLQZ
